school_name,school_city,school_state,school_type,school_div,school_domain,school_url
Yale University,New Haven,CT,NCAA,div1,yale.edu,http://yale.edu
American University,Washington,DC,NCAA,div1,american.edu,http://american.edu
Carnegie Institution for Science,Washington,DC,,,carnegiescience.edu,http://carnegiescience.edu
The Catholic University of America,Washington,DC,,,cua.edu,http://cua.edu
Gallaudet University,Washington,DC,NCAA,div3,gallaudet.edu,http://gallaudet.edu
Georgetown University,Washington,DC,NCAA,div1,georgetown.edu,http://georgetown.edu
The George Washington University,Washington,DC,,,gwu.edu,http://gwu.edu
Howard University,Washington,DC,NCAA,div1,howard.edu,http://howard.edu
Johns Hopkins School of Advanced International Studies,Washington,DC,,,sais-jhu.edu,http://sais-jhu.edu
University of California Washington Center,Washington,DC,,,ucdc.edu,http://ucdc.edu
University of the District of Columbia,Washington,DC,NCAA,div2,udc.edu,http://udc.edu
Delaware State University,Dover,DE,NCAA,div1,desu.edu,http://desu.edu
Delaware Technical Community College,Dover,DE,juco,div1,dtcc.edu,http://dtcc.edu
Goldey-Beacom College,Wilmington,DE,,,gbc.edu,http://gbc.edu
University of Delaware,Newark,DE,NCAA,div1,udel.edu,http://udel.edu
Wesley College,Dover,DE,NCAA,div3,wesley.edu,http://wesley.edu
Wilmington University,New Castle,DE,NCAA,div2,wilmu.edu,http://wilmu.edu
Carlos Albizu University,Miami,FL,,,albizu.edu,http://albizu.edu
Acupuncture Massage College,Miami,FL,,,amcollege.edu,http://amcollege.edu
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,,,atom.edu,http://atom.edu
Barry University,Miami Shores,FL,NCAA,div2,barry.edu,http://barry.edu
Broward College,Fort Lauderdale,FL,juco,div1,broward.edu,http://broward.edu
College of Central Florida,Ocala,FL,juco,div1,cf.edu,http://cf.edu
Chipola College,Marianna,FL,juco,div1,chipola.edu,http://chipola.edu
Bethune-Cookman University,Daytona Beach,FL,NCAA,div1,cookman.edu,http://cookman.edu
Dade Medical College,Miami,FL,,,dadmedical.edu,http://dadmedical.edu
Daytona State College,Daytona Beach,FL,juco,div1,daytonastate.edu,http://daytonastate.edu
Eckerd College,Saint Petersburg,FL,NCAA,div2,eckerd.edu,http://eckerd.edu
Edison State College,Fort Myers,FL,,,edison.edu,http://edison.edu
Embry-Riddle Aeronautical University,Daytona Beach,FL,,,erau.edu,http://erau.edu
Everglades University,Boca Raton,FL,,,evergladesuniversity.edu,http://evergladesuniversity.edu
Florida Atlantic University,Boca Raton,FL,NCAA,div1,fau.edu,http://fau.edu
Florida Gulf Coast University,Fort Myers,FL,NCAA,div1,fgcu.edu,http://fgcu.edu
Florida Institute of Technology,Melbourne,FL,NCAA,div2,fit.edu,http://fit.edu
Florida International University,Miami,FL,NCAA,div1,fiu.edu,http://fiu.edu
Flagler College,Saint Augustine,FL,NCAA,div2,flagler.edu,http://flagler.edu
Florida Southern College,Lakeland,FL,NCAA,div2,flsouthern.edu,http://flsouthern.edu
Florida National University,Hialeah,FL,naia,div2,fnu.edu,http://fnu.edu
Florida State College at Jacksonville,Jacksonville,FL,juco,div1,fscj.edu,http://fscj.edu
Florida State University,Tallahassee,FL,NCAA,div1,fsu.edu,http://fsu.edu
Gulf Coast State College,Panama City,FL,juco,div1,gulfcoast.edu,http://gulfcoast.edu
Hillsborough Community College,Tampa,FL,juco,div1,hccfl.edu,http://hccfl.edu
Jacksonville University,Jacksonville,FL,NCAA,div1,ju.edu,http://ju.edu
Keiser University,Fort Lauderdale,FL,naia,div2,keiseruniversity.edu,http://keiseruniversity.edu
Loraines Academy Incorporated,Saint Petersburg,FL,,,lorainesacademy.edu,http://lorainesacademy.edu
Lake Sumter State College,Leesburg,FL,,,lssc.edu,http://lssc.edu
Lynn University,Boca Raton,FL,NCAA,div2,lynn.edu,http://lynn.edu
Millennia Atlantic University,Doral,FL,,,maufl.edu,http://maufl.edu
Miami Dade College,Miami,FL,juco,div1,mdc.edu,http://mdc.edu
University of Miami,Coral Gables,FL,NCAA,div1,miami.edu,http://miami.edu
Miami International University of Art and Design,Miami,FL,,,mymiu.edu,http://mymiu.edu
New College of Florida,Sarasota,FL,,,ncf.edu,http://ncf.edu
North Florida Community College,Madison,FL,,,nfcc.edu,http://nfcc.edu
Nova Southeastern University,Fort Lauderdale,FL,NCAA,div2,nova.edu,http://nova.edu
National University of Health Sciences,(multiple locations),FL,,,nuhs.edu,http://nuhs.edu
Northwest Florida State College,Niceville,FL,juco,div1,nwfsc.edu,http://nwfsc.edu
Palm Beach State College,Lake Worth,FL,juco,div1,palmbeachstate.edu,http://palmbeachstate.edu
Palm Beach Atlantic University,West Palm Beach,FL,NCAA,div2,pba.edu,http://pba.edu
Pensacola State College,Pensacola,FL,juco,div1,pensacolastate.edu,http://pensacolastate.edu
Pasco-Hernando State College,New Port Richey,FL,juco,div1,phsc.edu,http://phsc.edu
Ringling College of Art and Design,Sarasota,FL,,,ringling.edu,http://ringling.edu
Rollins College,Winter Park,FL,NCAA,div2,rollins.edu,http://rollins.edu
Saint Leo University,Saint Leo,FL,NCAA,div2,saintleo.edu,http://saintleo.edu
State College of Florida,Bradenton,FL,,,scf.edu,http://scf.edu
Seminole State College of Florida,Sanford,FL,juco,div1,seminolestate.edu,http://seminolestate.edu
Santa Fe College,Gainesville,FL,juco,div1,sfcollege.edu,http://sfcollege.edu
South Florida State College,Avon Park,FL,juco,div1,southflorida.edu,http://southflorida.edu
Space Coast Health Institute,Melbourne,FL,,,spacecoast.edu,http://spacecoast.edu
Saint Petersburg College,Saint Petersburg,FL,,,spcollege.edu,http://spcollege.edu
Stetson University,DeLand,FL,NCAA,div1,stetson.edu,http://stetson.edu
Saint Thomas University,Miami Gardens,FL,,,stu.edu,http://stu.edu
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,,,svdp.edu,http://svdp.edu
Traviss Career Center,Lakeland,FL,,,traviss.edu,http://traviss.edu
University of Central Florida,Orlando,FL,NCAA,div1,ucf.edu,http://ucf.edu
University of Florida,Gainesville,FL,NCAA,div1,ufl.edu,http://ufl.edu
University of North Florida,Jacksonville,FL,NCAA,div1,unf.edu,http://unf.edu
University of South Florida,Fowler Avenue,FL,NCAA,div1,usf.edu,http://usf.edu
University of South Florida Sarasota-Manatee,Sarasota,FL,,,usfsm.edu,http://usfsm.edu
University of South Florida Saint Petersburg,Saint Petersburg,FL,,,usfsp.edu,http://usfsp.edu
University of Tampa,Tampa,FL,NCAA,div2,ut.edu,http://ut.edu
University of West Florida,Pensacola,FL,NCAA,div2,uwf.edu,http://uwf.edu
Valencia College,Orlando,FL,,,valenciacollege.edu,http://valenciacollege.edu
Warner University,Lake Wales,FL,naia,div2,warner.edu,http://warner.edu
Webber International University,Babson Park,FL,naia,div2,webber.edu,http://webber.edu
Agnes Scott College,Decatur,GA,NCAA,div3,agnesscott.edu,http://agnesscott.edu
Albany Technical College,Albany,GA,,,albanytech.edu,http://albanytech.edu
Armstrong Atlantic State University,Savannah,GA,,,armstrong.edu,http://armstrong.edu
Atlanta Technical College,Atlanta,GA,,,atlantatech.edu,http://atlantatech.edu
Atlanta Metropolitan State College,Atlanta,GA,,,atlm.edu,http://atlm.edu
Berry College,Mount Berry,GA,NCAA,div3,berry.edu,http://berry.edu
Carver College,Atlanta,GA,,,carver.edu,http://carver.edu
Child Care Education Institute,Duluth,GA,,,cceionline.edu,http://cceionline.edu
Central Georgia Technical College,Macon,GA,,,centralgatech.edu,http://centralgatech.edu
Clayton State University,Morrow,GA,NCAA,div2,clayton.edu,http://clayton.edu
Columbus State University,Columbus,GA,NCAA,div2,columbusstate.edu,http://columbusstate.edu
Columbus Technical College,Columbus,GA,,,columbustech.edu,http://columbustech.edu
Covenant College,Lookout Mountain,GA,NCAA,div3,covenant.edu,http://covenant.edu
Dalton State,Dalton,GA,,,daltonstate.edu,http://daltonstate.edu
Darton State College,Albany,GA,,,darton.edu,http://darton.edu
East Georgia State College,Swainsboro,GA,juco,div1,ega.edu,http://ega.edu
Emory University,Atlanta,GA,NCAA,div3,emory.edu,http://emory.edu
Georgia Institute of Technology,Atlanta,GA,NCAA,div1,gatech.edu,http://gatech.edu
Georgia College,Milledgeville,GA,,,gcsu.edu,http://gcsu.edu
Georgia Southern University,Statesboro,GA,NCAA,div1,georgiasouthern.edu,http://georgiasouthern.edu
Georgia Gwinnett College,Lawrenceville,GA,naia,div2,ggc.edu,http://ggc.edu
Georgia Perimeter College,Decatur,GA,,,gpc.edu,http://gpc.edu
Georgia Regents University Augusta,Augusta,GA,,,gru.edu,http://gru.edu
Georgia State University,Atlanta,GA,NCAA,div1,gsu.edu,http://gsu.edu
Georgia South Western State University,Americus,GA,,,gsw.edu,http://gsw.edu
Interactive College of Technology,Morrow,GA,,,ict.edu,http://ict.edu
Atlanta's John Marshall Law School,Atlanta,GA,,,johnmarshall.edu,http://johnmarshall.edu
Kennesaw State University,Kennesaw,GA,NCAA,div1,kennesaw.edu,http://kennesaw.edu
Lanier Technical College,Oakwood,GA,,,laniertech.edu,http://laniertech.edu
Life University,Marietta,GA,naia,div1,life.edu,http://life.edu
Mercer University,Macon,GA,NCAA,div1,mercer.edu,http://mercer.edu
Middle Georgia State College,Macon,GA,,,mga.edu,http://mga.edu
Morehouse College,Atlanta,GA,NCAA,div2,morehouse.edu,http://morehouse.edu
Morehouse School of Medicine,Atlanta,GA,,,msm.edu,http://msm.edu
North Georgia Technical College,(multiple locations),GA,,,northgatech.edu,http://northgatech.edu
Oglethorpe University,Atlanta,GA,NCAA,div3,oglethorpe.edu,http://oglethorpe.edu
Okefenokee Technical College,Waycross,GA,,,okefenokeetech.edu,http://okefenokeetech.edu
Paine College,Augusta,GA,NCAA,div2,paine.edu,http://paine.edu
Pfeiffer University,Decatur,GA,,,pfeiffer.edu,http://pfeiffer.edu
Piedmont College,Demorest,GA,NCAA,div3,piedmont.edu,http://piedmont.edu
Reinhardt University,Waleska,GA,naia,div2,reinhardt.edu,http://reinhardt.edu
Savannah State University,Savannah,GA,NCAA,div1,savannahstate.edu,http://savannahstate.edu
Savannah College of Art and Design,Savannah,GA,naia,div2,scad.edu,http://scad.edu
Shorter University,(multiple locations),GA,NCAA,div2,shorter.edu,http://shorter.edu
Southeastern Technical College,Vidalia,GA,,,southeasterntech.edu,http://southeasterntech.edu
Spelman College,Atlanta,GA,,,spelman.edu,http://spelman.edu
Southern Polytechnic State University,Marietta,GA,,,spsu.edu,http://spsu.edu
Thomas University,Thomasville,GA,naia,div2,thomasu.edu,http://thomasu.edu
University of Georgia,Athens,GA,NCAA,div1,uga.edu,http://uga.edu
University of North Georgia,Dahlonega,GA,NCAA,div2,ung.edu,http://ung.edu
University System of Georgia,Atlanta,GA,,,usg.edu,http://usg.edu
Valdosta State University,Valdosta,GA,NCAA,div2,valdosta.edu,http://valdosta.edu
University of West Georgia,Carrollton,GA,NCAA,div2,westga.edu,http://westga.edu
Wiregrass Georgia Technical College,Valdosta,GA,,,wiregrass.edu,http://wiregrass.edu
Brigham Young University Hawaii,Laie,HI,,,byuh.edu,http://byuh.edu
Chaminade University,Honolulu,HI,,,chaminade.edu,http://chaminade.edu
University of Hawaii at Manoa,Honolulu,HI,NCAA,div1,hawaii.edu,http://hawaii.edu
Mid-Pacific Institute,Honolulu,HI,,,midpac.edu,http://midpac.edu
AIB College of Business,Des Moines,IA,,,aib.edu,http://aib.edu
Central College,Pella,IA,NCAA,div3,central.edu,http://central.edu
Coe College,Cedar Rapids,IA,NCAA,div3,coe.edu,http://coe.edu
Cornell College,Mount Vernon,IA,NCAA,div3,cornellcollege.edu,http://cornellcollege.edu
Des Moines Area Community College,Boone,IA,juco,div1,dmacc.edu,http://dmacc.edu
Dordt College,Sioux Center,IA,naia,div2,dordt.edu,http://dordt.edu
Drake University,Des Moines,IA,NCAA,div1,drake.edu,http://drake.edu
Divine Word College,Epworth,IA,,,dwci.edu,http://dwci.edu
Eastern Iowa Community Colleges,Davenport,IA,,,eicc.edu,http://eicc.edu
Grinnell College,Grinnell,IA,NCAA,div3,grinnell.edu,http://grinnell.edu
Hawkeye Community College,Waterloo,IA,,,hawkeyecollege.edu,http://hawkeyecollege.edu
Iowa State University,Ames,IA,NCAA,div1,iastate.edu,http://iastate.edu
Iowa Central Community College,Fort Dodge,IA,juco,div1,iowacentral.edu,http://iowacentral.edu
Iowa Wesleyan College,Mount Pleasant,IA,,,iwc.edu,http://iwc.edu
Iowa Western Community College,Council Bluffs,IA,juco,div1,iwcc.edu,http://iwcc.edu
Kaplan University,(multiple locations),IA,,,kaplanuniversity.edu,http://kaplanuniversity.edu
Kirkwood Community College,Cedar Rapids,IA,juco,div1,kirkwood.edu,http://kirkwood.edu
La' James College,Mason City,IA,,,lajames.edu,http://lajames.edu
Loras College,Dubuque,IA,NCAA,div3,loras.edu,http://loras.edu
Luther College,Decorah,IA,NCAA,div3,luther.edu,http://luther.edu
Maharishi University of Management,Fairfield,IA,,,mum.edu,http://mum.edu
Northeast Iowa Community College,Calmar,IA,,,nicc.edu,http://nicc.edu
Palmer College of Chiropractic,Davenport,IA,,,palmer.edu,http://palmer.edu
Saint Ambrose University,Davenport,IA,,,sau.edu,http://sau.edu
Simpson College,Indianola,IA,NCAA,div3,simpson.edu,http://simpson.edu
Southwestern Community College,(multiple locations),IA,juco,div1,swcciowa.edu,http://swcciowa.edu
Univeristy of Iowa,Iowa City,IA,,,uiowa.edu,http://uiowa.edu
Upper Iowa University,Fayette,IA,NCAA,div2,uiu.edu,http://uiu.edu
University of Northern Iowa,Cedar Falls,IA,NCAA,div1,uni.edu,http://uni.edu
Wartburg College,Waverly,IA,NCAA,div3,wartburg.edu,http://wartburg.edu
Waldorf College,Forest City,IA,naia,div2,waldorf.edu,http://waldorf.edu
Boise State University,Boise,ID,NCAA,div1,boisestate.edu,http://boisestate.edu
Brigham Young University Idaho,Rexburg,ID,,,byui.edu,http://byui.edu
The College of Idaho,Caldwell,ID,,,collegeofidaho.edu,http://collegeofidaho.edu
College of Southern Idaho,Twin Falls,ID,juco,div1,csi.edu,http://csi.edu
Idaho State University,Pocatello,ID,NCAA,div1,isu.edu,http://isu.edu
University of Idaho,Moscow,ID,NCAA,div1,uidaho.edu,http://uidaho.edu
Augustana College,Rock Island,IL,NCAA,div3,augustana.edu,http://augustana.edu
Aurora University,Aurora,IL,NCAA,div3,aurora.edu,http://aurora.edu
Benedictine University,Lisle,IL,NCAA,div3,ben.edu,http://ben.edu
Bradley University,Peoria,IL,NCAA,div1,bradley.edu,http://bradley.edu
City Colleges of Chicago,Chicago,IL,,,ccc.edu,http://ccc.edu
The University of Chicago Booth School of Business,Chicago,IL,,,chicagobooth.edu,http://chicagobooth.edu
College of Lake County,Grayslake,IL,juco,div1,clcillinois.edu,http://clcillinois.edu
College of DuPage,Glen Ellyn,IL,juco,div1,cod.edu,http://cod.edu
Columbia College Chicago,Chicago,IL,,,colum.edu,http://colum.edu
Danville Area Community College,Danville,IL,juco,div1,dacc.edu,http://dacc.edu
DePaul University,Chicago,IL,NCAA,div1,depaul.edu,http://depaul.edu
Dominican University,River Forest,IL,NCAA,div3,dom.edu,http://dom.edu
Eastern Illinois University,Charleston,IL,NCAA,div1,eiu.edu,http://eiu.edu
Elmhurst College,Elmhurst,IL,NCAA,div3,elmhurst.edu,http://elmhurst.edu
Governors State,University Park,IL,,,govst.edu,http://govst.edu
Greenville College,Greenville,IL,,,greenville.edu,http://greenville.edu
The Hadley School for the Blind,Winnetka,IL,,,hadley.edu,http://hadley.edu
Harper College,Palatine,IL,juco,div1,harpercollege.edu,http://harpercollege.edu
Heartland Community College,Normal,IL,juco,div1,heartland.edu,http://heartland.edu
Illinois Central College,East Peoria,IL,juco,div1,icc.edu,http://icc.edu
Illinois College of Optometry,Chicago,IL,,,ico.edu,http://ico.edu
Illinois Institute of Technology,Chicago,IL,NCAA,div3,iit.edu,http://iit.edu
University of Illinois at Urbana-Champaign,Champaign,IL,,,illinois.edu,http://illinois.edu
Illinois State University,Normal,IL,NCAA,div1,illinoisstate.edu,http://illinoisstate.edu
Illinois Mathematics and Science Academy,Aurora,IL,,,imsa.edu,http://imsa.edu
Illinois Valley Community College,Oglesby,IL,juco,div1,ivcc.edu,http://ivcc.edu
Illinois Wesleyan University,Bloomington,IL,NCAA,div3,iwu.edu,http://iwu.edu
John A. Logan College,Carterville,IL,juco,div1,jalc.edu,http://jalc.edu
Joliet Junior College,Joliet,IL,juco,div1,jjc.edu,http://jjc.edu
The John Marshall Law School,Chicago,IL,,,jmls.edu,http://jmls.edu
Judson University,Elgin,IL,naia,div2,judsonu.edu,http://judsonu.edu
Kaskaskia College,Centralia,IL,juco,div1,kaskaskia.edu,http://kaskaskia.edu
Kankakee Community College,Kankakee,IL,juco,div1,kcc.edu,http://kcc.edu
IIT Chicago-Kent College of Law,Chicago,IL,,,iit.edu,http://iit.edu
Kishwaukee College,Malta,IL,juco,div1,kishwaukeecollege.edu,http://kishwaukeecollege.edu
Knox College,Galesburg,IL,NCAA,div3,knox.edu,http://knox.edu
Lake Forest College,Lake Forest,IL,NCAA,div3,lakeforest.edu,http://lakeforest.edu
Lakeview College of Nursing,Danville,IL,,,lakeviewcol.edu,http://lakeviewcol.edu
Lewis and Clark Community College,Godfrey,IL,,,lc.edu,http://lc.edu
Lewis University,Romeoville,IL,NCAA,div2,lewisu.edu,http://lewisu.edu
Lincoln Land Community College,Springfield,IL,juco,div1,llcc.edu,http://llcc.edu
Loyola University Chicago,Chicago,IL,NCAA,div1,luc.edu,http://luc.edu
Midwestern Career College,Chicago,IL,,,mccollege.edu,http://mccollege.edu
McHenry County College,Crystal Lake,IL,juco,div1,mchenry.edu,http://mchenry.edu
McKendree University,Lebanon,IL,NCAA,div2,mckendree.edu,http://mckendree.edu
Midwestern University,(multiple locations),IL,,,midwestern.edu,http://midwestern.edu
Monmouth College,Monmouth,IL,NCAA,div3,monmouthcollege.edu,http://monmouthcollege.edu
Moraine Valley Community College,Palos Hills,IL,juco,div1,morainevalley.edu,http://morainevalley.edu
Morton College,Cicero,IL,juco,div1,morton.edu,http://morton.edu
Northeastern Illinois University,Chicago,IL,,,neiu.edu,http://neiu.edu
Northern Illinois University,DeKalb,IL,NCAA,div1,niu.edu,http://niu.edu
National Louis University,Chicago,IL,,,nl.edu,http://nl.edu
North Park University,Chicago,IL,NCAA,div3,northpark.edu,http://northpark.edu
Northwestern University,Evanston,IL,NCAA,div1,northwestern.edu,http://northwestern.edu
Oakton Community College,Des Plaines,IL,juco,div1,oakton.edu,http://oakton.edu
Olivet Nazarene University,Bourbonnais,IL,naia,div2,olivet.edu,http://olivet.edu
Chicago ORT Technical Institute,Skokie,IL,,,ortchicagotech.edu,http://ortchicagotech.edu
Parkland College,Champaign,IL,juco,div1,parkland.edu,http://parkland.edu
Prairie State College,Chicago Heights,IL,juco,div1,prairiestate.edu,http://prairiestate.edu
Principia College,Elsah,IL,NCAA,div3,principiacollege.edu,http://principiacollege.edu
Resurrection University,Chicago,IL,,,resu.edu,http://resu.edu
Robert Morris University Illinois,Chicago,IL,,,robertmorris.edu,http://robertmorris.edu
Rockford University,Rockford,IL,NCAA,div3,rockford.edu,http://rockford.edu
Rock Valley College,Rockford,IL,juco,div1,rockvalleycollege.edu,http://rockvalleycollege.edu
Roosevelt University,Chicago,IL,naia,div2,roosevelt.edu,http://roosevelt.edu
Rosalind Franklin University,North Chicago,IL,,,rosalindfranklin.edu,http://rosalindfranklin.edu
Saint Anthony College of Nursing,Rockford,IL,,,sacn.edu,http://sacn.edu
School of the Art Institute of Chicago,Chicago,IL,,,saic.edu,http://saic.edu
Saint Francis Medical Center College of Nursing,Peoria,IL,,,sfmccon.edu,http://sfmccon.edu
Shawnee Community College,Ullin,IL,juco,div1,shawneecc.edu,http://shawneecc.edu
Southeastern Illinois College,Harrisburg,IL,juco,div1,sic.edu,http://sic.edu
Southern Illinois University,Carbondale,IL,,,siu.edu,http://siu.edu
Southern Illinois University Edwardsville,Edwardsville,IL,NCAA,div1,siue.edu,http://siue.edu
Spoon River College,Canton,IL,juco,div1,src.edu,http://src.edu
South Suburban College,South Holland,IL,juco,div1,ssc.edu,http://ssc.edu
University of Saint Francis,Joliet,IL,naia,div2,stfrancis.edu,http://stfrancis.edu
Southwestern Illinois College,(multiple locations),IL,juco,div1,swic.edu,http://swic.edu
Saint Xavier University,Chicago,IL,naia,div2,scu.edu,http://scu.edu
Trinity Christian College,Palos Heights,IL,naia,div2,trnty.edu,http://trnty.edu
University of Chicago,Chicago,IL,NCAA,div3,uchicago.edu,http://uchicago.edu
University of Illinois at Chicago,Chicago,IL,NCAA,div1,uic.edu,http://uic.edu
University of Illinois,(multiple locations),IL,,,uillinois.edu,http://uillinois.edu
University of Illinois Springfield,Springfield,IL,,,uis.edu,http://uis.edu
University of Illinois at Urbana-Champaign,Champaign,IL,,,illinois.edu,http://illinois.edu
Waubonsee Community College,(multiple locations),IL,juco,div1,waubonsee.edu,http://waubonsee.edu
Wheaton College,Wheaton,IL,NCAA,div3,wheaton.edu,http://wheaton.edu
Western Illinois University,Macomb,IL,NCAA,div1,wiu.edu,http://wiu.edu
Saint John's College,Springfield,IL,,,stjohnscollegespringfield.edu,http://stjohnscollegespringfield.edu
Anabaptist Mennonite Biblical Seminary,Elkhart,IN,,,ambs.edu,http://ambs.edu
Anderson University,Anderson,IN,NCAA,div2,anderson.edu,http://anderson.edu
Bethel College Indiana,Mishawaka,IN,,,bethelcollege.edu,http://bethelcollege.edu
Brown Mackie College,(multiple locations),IN,,,brownmackie.edu,http://brownmackie.edu
Ball State University,Muncie,IN,NCAA,div1,bsu.edu,http://bsu.edu
Butler University,Indianapolis,IN,NCAA,div1,butler.edu,http://butler.edu
DePauw University,Greencastle,IN,NCAA,div3,depauw.edu,http://depauw.edu
Earlham College,Richmond,IN,NCAA,div3,earlham.edu,http://earlham.edu
University of Evansville,Evansville,IN,NCAA,div1,evansville.edu,http://evansville.edu
Goshen College,Goshen,IN,naia,div2,goshen.edu,http://goshen.edu
Grace College and Seminary,Winona Lake,IN,,,grace.edu,http://grace.edu
Hanover College,Hanover,IN,NCAA,div3,hanover.edu,http://hanover.edu
Harrison College,Indianapolis,IN,,,harrison.edu,http://harrison.edu
Holy Cross College,Notre Dame,IN,naia,div2,hcc-nd.edu,http://hcc-nd.edu
Indiana University,(multiple locations),IN,NCAA,div1,indiana.edu,http://indiana.edu
Indiana State University,Terre Haute,IN,NCAA,div1,indstate.edu,http://indstate.edu
Indiana Wesleyan University,Marion,IN,naia,div2,indwes.edu,http://indwes.edu
Indiana University - Purdue University Fort Wayne,Fort Wayne,IN,,,ipfw.edu,http://ipfw.edu
Indiana University,(multiple locations),IN,NCAA,div1,iu.edu,http://iu.edu
Indiana University Bloomington,Bloomington,IN,,,iub.edu,http://iub.edu
Indiana University East,Richmond,IN,naia,div2,iue.edu,http://iue.edu
Indiana University Northwest,Gary,IN,naia,div2,iun.edu,http://iun.edu
Indiana University - Purdue University Indianapolis,Indianapolis,IN,,,iupui.edu,http://iupui.edu
Indiana University Southeast,New Albany,IN,naia,div2,ius.edu,http://ius.edu
Indiana University South Bend,South Bend,IN,naia,div2,iusb.edu,http://iusb.edu
Ivy Tech Community College,Carmel,IN,,,ivytech.edu,http://ivytech.edu
Manchester University,North Manchester,IN,NCAA,div3,manchester.edu,http://manchester.edu
Marian University Indianapolis,Indianapolis,IN,,,marian.edu,http://marian.edu
University of Notre Dame,Notre Dame,IN,NCAA,div1,nd.edu,http://nd.edu
Oakland City University,Oakland City,IN,NCAA,div2,oak.edu,http://oak.edu
Purdue University North Central,Westville,IN,,,pnc.edu,http://pnc.edu
Purdue University,West Lafayette,IN,NCAA,div1,purdue.edu,http://purdue.edu
Purdue University Calumet,Hammond,IN,,,purduecal.edu,http://purduecal.edu
Rose-Hulman Institute of Technology,Terre Haute,IN,NCAA,div3,rose-hulman.edu,http://rose-hulman.edu
Saint Mary's College,Notre Dame,IN,NCAA,div3,saintmarys.edu,http://saintmarys.edu
Trine University,Angola,IN,NCAA,div3,trine.edu,http://trine.edu
University of Indianapolis,Indianapolis,IN,NCAA,div2,uindy.edu,http://uindy.edu
University of Southern Indiana,Evansville,IN,NCAA,div2,usi.edu,http://usi.edu
Valparaiso University,Valparaiso,IN,NCAA,div1,valpo.edu,http://valpo.edu
Wabash College,Crawfordsville,IN,NCAA,div3,wabash.edu,http://wabash.edu
Benedictine College,Atchison,KS,naia,div1,benedictine.edu,http://benedictine.edu
Butler Community College,El Dorado,KS,,,butlercc.edu,http://butlercc.edu
Emporia State University,Emporia,KS,NCAA,div2,emporia.edu,http://emporia.edu
Fort Hays State University,Hays,KS,NCAA,div2,fhsu.edu,http://fhsu.edu
Flint Hills Technical College,Emporia,KS,,,fhtc.edu,http://fhtc.edu
Fort Scott Community College,Horton Fort Scott,KS,juco,div1,fortscott.edu,http://fortscott.edu
Garden City Community College,Garden City,KS,juco,div1,gcccks.edu,http://gcccks.edu
Hesston College,Hesston,KS,juco,div1,hesston.edu,http://hesston.edu
Highland Community College,Highland,KS,,,highlandcc.edu,http://highlandcc.edu
Johnson County Community College,Overland Park,KS,juco,div1,jccc.edu,http://jccc.edu
Kansas City Kansas Community College,Kansas City,KS,juco,div1,kckcc.edu,http://kckcc.edu
Kansas State University,Manhattan,KS,NCAA,div1,k-state.edu,http://k-state.edu
The University of Kansas,Lawrence,KS,,,ku.edu,http://ku.edu
McPherson College,McPherson,KS,naia,div2,mcpherson.edu,http://mcpherson.edu
Neosho County Community College,Chanute,KS,juco,div1,neosho.edu,http://neosho.edu
Newman University,Wichita,KS,NCAA,div2,newmanu.edu,http://newmanu.edu
Pittsburg State University,Pittsburg,KS,NCAA,div2,pittstate.edu,http://pittstate.edu
Saint Paul School of Theology and Ministry,Overland Park,KS,,,spst.edu,http://spst.edu
Sterling College,Sterling,KS,naia,div2,sterling.edu,http://sterling.edu
University of Saint Mary,Leavenworth,KS,naia,div2,stmary.edu,http://stmary.edu
Washburn University,Topeka,KS,NCAA,div2,washburn.edu,http://washburn.edu
Washburn University School of Law,Topeka,KS,,,washburnlaw.edu,http://washburnlaw.edu
Wichita State University,Wichita,KS,NCAA,div1,wichita.edu,http://wichita.edu
Asbury University,Wilmore,KY,naia,div2,asbury.edu,http://asbury.edu
Bellarmine University,Louisville,KY,NCAA,div2,bellarmine.edu,http://bellarmine.edu
Berea College,Berea,KY,NCAA,div3,berea.edu,http://berea.edu
Centre College,Danville,KY,NCAA,div3,centre.edu,http://centre.edu
Eastern Kentucky University,Richmond,KY,NCAA,div1,eku.edu,http://eku.edu
Frontier Nursing University,Hyden,KY,,,frontier.edu,http://frontier.edu
Georgetown College,Georgetown,KY,naia,div1,georgetowncollege.edu,http://georgetowncollege.edu
Kentucky Community and Technical College System,Versailles,KY,,,kctcs.edu,http://kctcs.edu
Kentucky Christian University,Grayson,KY,naia,div2,kcu.edu,http://kcu.edu
Kentucky State University,Frankfort,KY,NCAA,div2,kysu.edu,http://kysu.edu
Lindsey Wilson College,Columbia,KY,naia,div1,lindsey.edu,http://lindsey.edu
The University of Louisville,Louisville,KY,,,louisville.edu,http://louisville.edu
Midway College,Midwar,KY,,,midway.edu,http://midway.edu
Morehead State University,Morehead,KY,NCAA,div1,moreheadstate.edu,http://moreheadstate.edu
Murray State University,Murray,KY,NCAA,div1,murraystate.edu,http://murraystate.edu
Northern Kentucky University,Highland Heights,KY,NCAA,div1,nku.edu,http://nku.edu
The Southern Baptist Theological Seminary,Louisville,KY,,,sbts.edu,http://sbts.edu
Saint Catharine College,Saint Catharine,KY,,,sccky.edu,http://sccky.edu
Sullivan University,Louisville,KY,,,sullivan.edu,http://sullivan.edu
